Target,DE_R1_mock,DE_R25_mock,DE_R1_R25,R1_LFC,R25_LFC,abs_R1_FC,abs_R25_FC,mean_fc
Glyma.01G091400,yes,yes,no,3.891337708,5.084603841,3.891337708,5.084603841,4.487970774
Glyma.01G092900,yes,yes,no,1.153838441,1.436739797,1.153838441,1.436739797,1.295289119
Glyma.01G096000,no,yes,no,0.909340112,1.378968262,0.909340112,1.378968262,1.144154187
Glyma.01G096800,no,yes,no,1.563022411,2.269880437,1.563022411,2.269880437,1.916451424
Glyma.01G097400,no,yes,no,2.707678056,3.345652548,2.707678056,3.345652548,3.026665302
Glyma.01G098000,no,yes,no,-0.732303417,-1.015808991,0.732303417,1.015808991,0.874056204
Glyma.01G102600,yes,yes,no,1.270654727,1.910284828,1.270654727,1.910284828,1.590469778
Glyma.01G102802,no,yes,no,-0.501000654,-1.43294966,0.501000654,1.43294966,0.966975157
Glyma.01G104100,no,yes,no,-0.866774381,-1.186866391,0.866774381,1.186866391,1.026820386
Glyma.01G106000,yes,yes,no,1.63907128,2.693411393,1.63907128,2.693411393,2.166241337
Glyma.01G106100,yes,yes,no,-2.540488198,-3.26270661,2.540488198,3.26270661,2.901597404
Glyma.01G106200,no,yes,no,-0.348556448,-0.843500321,0.348556448,0.843500321,0.596028384
Glyma.01G106500,no,yes,no,-0.872453113,-1.471361104,0.872453113,1.471361104,1.171907109
Glyma.01G107951,no,yes,no,0.389551546,1.19673958,0.389551546,1.19673958,0.793145563
Glyma.01G108200,yes,yes,no,4.790343346,6.542325793,4.790343346,6.542325793,5.66633457
Glyma.01G108700,yes,yes,no,1.232609833,1.961966517,1.232609833,1.961966517,1.597288175
Glyma.01G109200,no,yes,no,-0.048801741,-0.886587256,0.048801741,0.886587256,0.467694499
Glyma.01G109800,no,yes,no,0.622011642,1.616585783,0.622011642,1.616585783,1.119298713
Glyma.01G111300,no,yes,no,0.473073659,0.521618842,0.473073659,0.521618842,0.497346251
Glyma.01G112900,no,yes,no,-0.397994596,-1.030729556,0.397994596,1.030729556,0.714362076
Glyma.01G114400,yes,yes,no,2.238573686,2.327551669,2.238573686,2.327551669,2.283062678
Glyma.01G115500,yes,yes,no,1.537737665,2.45512265,1.537737665,2.45512265,1.996430158
Glyma.01G115900,no,yes,no,-0.498824938,-0.877257227,0.498824938,0.877257227,0.688041082
Glyma.01G117900,no,yes,no,0.952741083,2.44048302,0.952741083,2.44048302,1.696612051
Glyma.01G119300,no,yes,no,-0.30805247,-0.754928613,0.30805247,0.754928613,0.531490542
Glyma.01G121700,no,yes,no,-0.675774041,-0.798831742,0.675774041,0.798831742,0.737302892
Glyma.01G124700,yes,no,no,1.093231577,0.411852938,1.093231577,0.411852938,0.752542258
Glyma.01G126000,no,yes,no,0.462275587,0.750713877,0.462275587,0.750713877,0.606494732
Glyma.01G126600,yes,yes,no,6.130755364,7.278170048,6.130755364,7.278170048,6.704462706
Glyma.01G127100,yes,yes,no,8.72540415,9.548655834,8.72540415,9.548655834,9.137029992
Glyma.01G127200,yes,yes,yes,3.279285197,4.279576477,3.279285197,4.279576477,3.779430837
Glyma.01G127500,no,yes,no,-1.03937602,-1.131429719,1.03937602,1.131429719,1.085402869
Glyma.01G128100,yes,yes,no,2.606226609,3.449351027,2.606226609,3.449351027,3.027788818
Glyma.01G129100,yes,yes,no,2.54619386,3.327981575,2.54619386,3.327981575,2.937087718
Glyma.01G131100,yes,yes,no,1.95664007,2.563675815,1.95664007,2.563675815,2.260157942
Glyma.01G131500,no,yes,no,1.014592534,1.596953825,1.014592534,1.596953825,1.30577318
Glyma.01G134600,yes,yes,yes,5.189242134,6.751801388,5.189242134,6.751801388,5.970521761
Glyma.01G135200,yes,yes,no,6.01276672,7.500652446,6.01276672,7.500652446,6.756709583
Glyma.01G137500,yes,yes,no,2.003552294,2.695568129,2.003552294,2.695568129,2.349560212
Glyma.01G137700,yes,yes,no,4.221944231,5.670629678,4.221944231,5.670629678,4.946286954
Glyma.01G138800,yes,no,no,-0.548486399,-0.300785994,0.548486399,0.300785994,0.424636197
Glyma.01G139500,no,yes,no,-0.563393818,-1.142190641,0.563393818,1.142190641,0.852792229
Glyma.01G139600,no,yes,no,0.272259071,0.436077384,0.272259071,0.436077384,0.354168227
Glyma.01G141900,no,yes,no,0.084790504,-1.834943325,0.084790504,1.834943325,0.959866915
Glyma.01G143500,yes,yes,no,4.76730847,6.022905441,4.76730847,6.022905441,5.395106955
Glyma.01G144500,no,yes,no,-0.819976363,-1.00502927,0.819976363,1.00502927,0.912502817
Glyma.01G144700,yes,yes,no,1.476232635,2.496439436,1.476232635,2.496439436,1.986336035
Glyma.01G144900,yes,yes,no,1.801509782,3.2344729,1.801509782,3.2344729,2.517991341
Glyma.01G146300,yes,yes,no,-1.621971706,-1.373637251,1.621971706,1.373637251,1.497804479
Glyma.01G147700,no,yes,no,-0.602096767,-1.121162681,0.602096767,1.121162681,0.861629724
Glyma.01G147900,no,yes,no,0.792001154,1.400949428,0.792001154,1.400949428,1.096475291
Glyma.01G149000,no,yes,no,-0.367118209,-0.383414014,0.367118209,0.383414014,0.375266111
Glyma.01G153000,yes,yes,no,1.838592913,2.575694862,1.838592913,2.575694862,2.207143888
Glyma.01G153300,no,yes,no,2.484032723,3.226596025,2.484032723,3.226596025,2.855314374
Glyma.01G154400,no,yes,no,-0.173068833,-0.816105493,0.173068833,0.816105493,0.494587163
Glyma.01G154450,yes,yes,no,2.833210098,3.540283145,2.833210098,3.540283145,3.186746622
Glyma.01G154900,yes,yes,no,-0.847586217,-1.138559097,0.847586217,1.138559097,0.993072657
Glyma.01G155400,yes,yes,no,4.832978769,5.131272506,4.832978769,5.131272506,4.982125637
Glyma.01G156500,no,yes,no,0.615343758,1.90973657,0.615343758,1.90973657,1.262540164
Glyma.01G158600,no,yes,no,-0.628793806,-1.238095642,0.628793806,1.238095642,0.933444724
Glyma.01G161100,yes,yes,no,1.621628,2.692753489,1.621628,2.692753489,2.157190744
Glyma.01G162800,yes,yes,no,0.458395053,0.88496748,0.458395053,0.88496748,0.671681267
Glyma.01G163000,no,yes,no,0.30020857,1.011504939,0.30020857,1.011504939,0.655856755
Glyma.01G163600,no,yes,yes,-1.331481215,3.153352341,1.331481215,3.153352341,2.242416778
Glyma.01G164000,no,yes,no,-0.465833358,-0.591121086,0.465833358,0.591121086,0.528477222
Glyma.01G164300,no,yes,no,0.215904837,0.646535309,0.215904837,0.646535309,0.431220073
Glyma.01G164700,no,yes,no,-1.268187951,-2.465064021,1.268187951,2.465064021,1.866625986
Glyma.01G165200,no,yes,no,-0.906950308,-1.808976013,0.906950308,1.808976013,1.357963161
Glyma.01G165400,no,yes,no,-0.373203841,-0.610421242,0.373203841,0.610421242,0.491812541
Glyma.01G168200,no,yes,no,-0.936216169,-1.089891858,0.936216169,1.089891858,1.013054013
Glyma.01G169000,yes,yes,no,1.319505496,1.639890264,1.319505496,1.639890264,1.47969788
Glyma.01G169100,no,yes,no,0.731829892,1.087304906,0.731829892,1.087304906,0.909567399
Glyma.01G169500,no,yes,no,-1.311582409,-1.847102726,1.311582409,1.847102726,1.579342568
Glyma.01G170600,no,yes,no,0.313406274,0.402959916,0.313406274,0.402959916,0.358183095
Glyma.01G171900,yes,yes,no,-1.35442167,-1.605499315,1.35442167,1.605499315,1.479960493
Glyma.01G172100,no,yes,no,2.027416018,2.580765794,2.027416018,2.580765794,2.304090906
Glyma.01G172600,yes,yes,no,3.75156722,4.644576779,3.75156722,4.644576779,4.198072
Glyma.01G172700,yes,yes,no,2.650710126,3.06481705,2.650710126,3.06481705,2.857763588
Glyma.01G172900,no,yes,no,0.83179656,1.75890784,0.83179656,1.75890784,1.2953522
Glyma.01G173300,no,yes,no,-0.570000243,-1.049156442,0.570000243,1.049156442,0.809578343
Glyma.01G173700,no,yes,no,-0.509529886,-0.900486766,0.509529886,0.900486766,0.705008326
Glyma.01G174102,yes,yes,no,3.833170381,4.504093528,3.833170381,4.504093528,4.168631955
Glyma.01G176400,no,yes,no,0.537650351,0.982140766,0.537650351,0.982140766,0.759895559
Glyma.01G176600,no,yes,no,0.526853554,0.757306245,0.526853554,0.757306245,0.642079899
Glyma.01G176800,no,yes,no,0.417408772,0.445920729,0.417408772,0.445920729,0.431664751
Glyma.01G177700,no,yes,no,0.278237629,0.495535897,0.278237629,0.495535897,0.386886763
Glyma.01G179600,no,yes,no,2.750489654,4.681801356,2.750489654,4.681801356,3.716145505
Glyma.01G180100,yes,yes,no,0.780806977,0.706714674,0.780806977,0.706714674,0.743760825
Glyma.01G180432,no,yes,no,1.197913479,1.791985259,1.197913479,1.791985259,1.494949369
Glyma.01G180800,no,yes,no,-0.692022999,-0.97156826,0.692022999,0.97156826,0.83179563
Glyma.01G181800,no,yes,no,2.392606273,2.988330637,2.392606273,2.988330637,2.690468455
Glyma.01G182400,yes,yes,no,1.536147589,2.329385333,1.536147589,2.329385333,1.932766461
Glyma.01G183300,yes,yes,no,1.474769122,1.544755281,1.474769122,1.544755281,1.509762202
Glyma.01G185800,no,yes,no,0.768016344,1.131279009,0.768016344,1.131279009,0.949647677
Glyma.01G187700,yes,yes,no,2.81524084,3.683421681,2.81524084,3.683421681,3.249331261
Glyma.01G187800,no,yes,no,1.150384709,2.109654451,1.150384709,2.109654451,1.63001958
Glyma.01G188700,no,yes,no,0.570758463,0.699726761,0.570758463,0.699726761,0.635242612
Glyma.01G189100,no,yes,no,0.34498537,0.851677532,0.34498537,0.851677532,0.598331451
Glyma.01G190500,yes,no,no,1.291623002,0.909466803,1.291623002,0.909466803,1.100544903
Glyma.01G190900,no,yes,no,-0.519706335,-1.192384553,0.519706335,1.192384553,0.856045444
Glyma.01G191300,yes,yes,no,3.565209946,3.962949862,3.565209946,3.962949862,3.764079904
Glyma.01G191600,yes,yes,no,-1.211918776,-1.142088618,1.211918776,1.142088618,1.177003697
Glyma.01G193600,no,yes,no,1.319900534,1.924024841,1.319900534,1.924024841,1.621962687
Glyma.01G194700,yes,yes,no,-0.889992453,-0.803492375,0.889992453,0.803492375,0.846742414
Glyma.01G195000,yes,yes,no,-1.649607479,-2.386262913,1.649607479,2.386262913,2.017935196
Glyma.01G195300,yes,yes,no,4.576933679,5.123740215,4.576933679,5.123740215,4.850336947
Glyma.01G196600,no,yes,no,-0.575768247,-0.966465576,0.575768247,0.966465576,0.771116912
Glyma.01G197500,no,yes,no,-0.41939368,-1.231967827,0.41939368,1.231967827,0.825680753
Glyma.01G197800,no,yes,no,-0.497996792,-0.573410136,0.497996792,0.573410136,0.535703464
Glyma.01G198300,no,yes,no,1.371041614,1.64516101,1.371041614,1.64516101,1.508101312
Glyma.01G199700,yes,yes,no,-1.261431865,-1.707055042,1.261431865,1.707055042,1.484243453
Glyma.01G201000,no,yes,no,-0.570955129,-0.748882775,0.570955129,0.748882775,0.659918952
Glyma.01G202000,yes,yes,no,2.630374295,3.265539782,2.630374295,3.265539782,2.947957038
Glyma.01G202100,yes,yes,no,5.52507781,6.269570128,5.52507781,6.269570128,5.897323969
Glyma.01G202200,yes,yes,no,3.864966396,3.43781761,3.864966396,3.43781761,3.651392003
Glyma.01G203500,yes,yes,no,2.041585998,2.525574683,2.041585998,2.525574683,2.283580341
Glyma.01G204400,no,yes,no,0.836100348,1.686781725,0.836100348,1.686781725,1.261441037
Glyma.01G205200,no,yes,no,0.243894287,0.501651663,0.243894287,0.501651663,0.372772975
Glyma.01G205400,yes,yes,no,-0.904296926,-1.136929366,0.904296926,1.136929366,1.020613146
Glyma.01G206700,yes,yes,no,1.986019069,2.585694384,1.986019069,2.585694384,2.285856726
Glyma.01G210400,yes,yes,no,3.503332746,4.945090385,3.503332746,4.945090385,4.224211565
Glyma.01G210700,no,yes,no,-0.617744159,-2.01815961,0.617744159,2.01815961,1.317951884
Glyma.01G210800,no,yes,no,-0.50029212,-1.381846012,0.50029212,1.381846012,0.941069066
Glyma.01G211800,yes,yes,no,4.120588626,5.319047548,4.120588626,5.319047548,4.719818087
Glyma.01G211900,no,yes,no,0.792168507,1.065643482,0.792168507,1.065643482,0.928905994
Glyma.01G212100,yes,yes,no,3.828313545,4.409729647,3.828313545,4.409729647,4.119021596
Glyma.01G215100,yes,yes,no,3.120285483,4.109024037,3.120285483,4.109024037,3.61465476
Glyma.01G215400,no,yes,no,-0.368530375,-0.712865445,0.368530375,0.712865445,0.54069791
Glyma.01G217200,yes,yes,no,1.231815606,1.692992624,1.231815606,1.692992624,1.462404115
Glyma.01G217300,yes,no,no,-0.742237069,-0.466301892,0.742237069,0.466301892,0.604269481
Glyma.01G217400,no,yes,no,-0.558344649,-1.029232683,0.558344649,1.029232683,0.793788666
Glyma.01G217600,yes,yes,no,6.053502263,7.448046861,6.053502263,7.448046861,6.750774562
Glyma.01G217700,yes,yes,no,2.582676273,3.479401484,2.582676273,3.479401484,3.031038879
Glyma.01G217900,no,yes,no,0.359266665,0.618900517,0.359266665,0.618900517,0.489083591
Glyma.01G218600,no,yes,no,0.06499966,0.953207012,0.06499966,0.953207012,0.509103336
Glyma.01G219400,yes,yes,no,1.845747466,2.718178987,1.845747466,2.718178987,2.281963226
Glyma.01G219502,no,yes,no,-0.868472589,-0.950972502,0.868472589,0.950972502,0.909722546
Glyma.01G220600,yes,yes,no,-0.65661438,-1.260491234,0.65661438,1.260491234,0.958552807
Glyma.01G221200,no,yes,no,1.860276004,2.516194148,1.860276004,2.516194148,2.188235076
Glyma.01G221400,no,yes,no,-1.045323027,-1.631396979,1.045323027,1.631396979,1.338360003
Glyma.01G221800,no,yes,no,-0.987824222,-1.170665274,0.987824222,1.170665274,1.079244748
Glyma.01G224800,yes,yes,no,2.866223834,3.339244481,2.866223834,3.339244481,3.102734158
Glyma.01G226502,no,yes,no,-0.901766053,-1.696739087,0.901766053,1.696739087,1.29925257
Glyma.01G226900,yes,yes,no,1.038336623,0.882570172,1.038336623,0.882570172,0.960453398
Glyma.01G227400,yes,yes,no,-0.833493764,-0.953621397,0.833493764,0.953621397,0.89355758
Glyma.01G228200,no,yes,no,0.204117085,1.285107631,0.204117085,1.285107631,0.744612358
Glyma.01G228600,yes,yes,no,4.871752434,4.653767822,4.871752434,4.653767822,4.762760128
Glyma.01G228700,yes,yes,no,3.266762217,4.360682955,3.266762217,4.360682955,3.813722586
Glyma.01G229200,no,yes,no,-0.916026093,-1.026759452,0.916026093,1.026759452,0.971392773
Glyma.01G229800,no,yes,no,-1.002347064,-1.309722815,1.002347064,1.309722815,1.156034939
Glyma.01G230900,yes,yes,no,1.515431278,2.510961477,1.515431278,2.510961477,2.013196377
Glyma.01G231900,no,yes,no,-0.746830233,-1.009935818,0.746830233,1.009935818,0.878383026
Glyma.01G235600,yes,yes,no,3.230528065,3.96596528,3.230528065,3.96596528,3.598246673
Glyma.01G236100,no,yes,no,0.456719628,1.090916661,0.456719628,1.090916661,0.773818144
Glyma.01G236200,yes,yes,no,4.084711639,3.933509915,4.084711639,3.933509915,4.009110777
Glyma.01G236500,yes,yes,no,2.072126991,2.431395915,2.072126991,2.431395915,2.251761453
Glyma.01G237000,no,yes,no,-1.087730026,-1.956770272,1.087730026,1.956770272,1.522250149
Glyma.01G238000,no,yes,no,-0.533332147,-0.762593117,0.533332147,0.762593117,0.647962632
Glyma.01G238600,no,yes,no,-1.172614254,-1.838862117,1.172614254,1.838862117,1.505738185
Glyma.01G238800,yes,yes,no,3.223903613,4.279771017,3.223903613,4.279771017,3.751837315
Glyma.01G239500,yes,yes,no,1.310550174,2.215376992,1.310550174,2.215376992,1.762963583
Glyma.01G239600,yes,yes,yes,3.552244634,4.613500914,3.552244634,4.613500914,4.082872774
Glyma.01G240300,yes,yes,no,4.08406523,4.326804168,4.08406523,4.326804168,4.205434699
Glyma.01G241500,no,yes,no,-1.160844655,-1.624017488,1.160844655,1.624017488,1.392431072
Glyma.01G241700,yes,yes,no,2.431109332,3.387529622,2.431109332,3.387529622,2.909319477
Glyma.01G242200,yes,yes,no,0.665747856,0.940791711,0.665747856,0.940791711,0.803269783
Glyma.01G242902,no,yes,no,0.69668093,0.815828159,0.69668093,0.815828159,0.756254545
Glyma.01G244000,yes,yes,no,4.256487732,5.624468841,4.256487732,5.624468841,4.940478287
Glyma.01G244500,yes,yes,no,0.677990618,0.814863125,0.677990618,0.814863125,0.746426872
Glyma.01G245500,no,yes,no,-0.300651154,-0.682986647,0.300651154,0.682986647,0.4918189
Glyma.02G000400,no,yes,no,0.403420458,0.745879052,0.403420458,0.745879052,0.574649755
Glyma.02G000500,no,yes,no,-0.243508039,-1.017049584,0.243508039,1.017049584,0.630278811
Glyma.02G000700,no,yes,no,-0.2930124,-1.172657291,0.2930124,1.172657291,0.732834845
Glyma.02G001000,no,yes,no,-0.588759877,-0.872400826,0.588759877,0.872400826,0.730580352
Glyma.02G001100,no,yes,no,-0.428366147,-0.647731239,0.428366147,0.647731239,0.538048693
Glyma.02G001900,no,yes,no,-0.25969451,-0.45343505,0.25969451,0.45343505,0.35656478
Glyma.02G002000,no,yes,no,-0.820947995,-1.426274998,0.820947995,1.426274998,1.123611497
Glyma.02G002100,yes,yes,no,3.13247446,4.360302569,3.13247446,4.360302569,3.746388515
Glyma.02G002900,no,yes,no,-0.626805205,-1.062140452,0.626805205,1.062140452,0.844472829
Glyma.02G004000,no,yes,no,-0.117720494,-0.498089209,0.117720494,0.498089209,0.307904851
Glyma.02G004600,no,yes,no,-0.698155601,-1.582942074,0.698155601,1.582942074,1.140548838
Glyma.02G005600,yes,yes,no,4.153352805,5.231391454,4.153352805,5.231391454,4.69237213
Glyma.02G006200,no,yes,yes,2.478241225,5.956426749,2.478241225,5.956426749,4.217333987
Glyma.02G006600,no,yes,no,-0.613721092,-0.961297693,0.613721092,0.961297693,0.787509392
Glyma.02G007400,no,yes,no,1.732019571,2.368846585,1.732019571,2.368846585,2.050433078
Glyma.02G008000,yes,yes,no,0.780923913,1.050897438,0.780923913,1.050897438,0.915910676
Glyma.02G009300,yes,no,no,5.560284657,3.219989623,5.560284657,3.219989623,4.39013714
Glyma.02G009751,yes,yes,no,3.203119745,3.783755245,3.203119745,3.783755245,3.493437495
Glyma.02G009800,yes,yes,no,3.322497946,4.837149967,3.322497946,4.837149967,4.079823957
Glyma.02G010900,yes,yes,no,1.702432116,2.172900595,1.702432116,2.172900595,1.937666356
Glyma.02G011600,no,yes,no,1.320008029,3.238104455,1.320008029,3.238104455,2.279056242
Glyma.02G011800,yes,yes,no,-0.679206101,-0.546021612,0.679206101,0.546021612,0.612613856
Glyma.02G011900,no,yes,no,2.443708549,3.301402578,2.443708549,3.301402578,2.872555564
Glyma.02G012400,no,yes,no,0.206167733,0.555414253,0.206167733,0.555414253,0.380790993
Glyma.02G012700,no,yes,no,0.668601599,0.836235287,0.668601599,0.836235287,0.752418443
Glyma.02G013200,no,yes,no,-0.147074974,-2.792688186,0.147074974,2.792688186,1.46988158
Glyma.02G013402,no,yes,no,-1.611054398,-2.781115324,1.611054398,2.781115324,2.196084861
Glyma.02G013700,no,yes,no,-0.496490719,-0.554127974,0.496490719,0.554127974,0.525309346
Glyma.02G014000,no,yes,no,0.127959197,0.438036505,0.127959197,0.438036505,0.282997851
Glyma.02G014800,no,yes,no,-0.642652867,-0.852115811,0.642652867,0.852115811,0.747384339
Glyma.02G015900,no,yes,no,0.229811871,0.65472762,0.229811871,0.65472762,0.442269745
Glyma.02G016100,yes,yes,no,3.301966524,3.56066301,3.301966524,3.56066301,3.431314767
Glyma.02G016400,no,yes,no,-0.794410299,-1.482563675,0.794410299,1.482563675,1.138486987
Glyma.02G017100,yes,yes,no,1.875939242,1.370214087,1.875939242,1.370214087,1.623076664
Glyma.02G017500,no,yes,no,0.394763771,0.459604741,0.394763771,0.459604741,0.427184256
Glyma.02G019200,no,yes,no,-0.723308698,-1.425118363,0.723308698,1.425118363,1.07421353
Glyma.02G019400,no,yes,no,0.414108565,0.94996965,0.414108565,0.94996965,0.682039107
Glyma.02G019600,yes,yes,no,-1.180498986,-1.067753916,1.180498986,1.067753916,1.124126451
Glyma.02G021600,no,yes,no,-0.800976122,-0.815308203,0.800976122,0.815308203,0.808142162
Glyma.02G022200,yes,yes,no,3.404979339,4.0737563,3.404979339,4.0737563,3.73936782
Glyma.02G022400,no,yes,no,-0.172496862,-0.934403655,0.172496862,0.934403655,0.553450259
Glyma.02G023800,yes,yes,no,2.418969047,3.404001204,2.418969047,3.404001204,2.911485125
Glyma.02G023900,yes,yes,no,3.921235692,4.903840417,3.921235692,4.903840417,4.412538054
Glyma.02G024200,yes,yes,no,4.182137048,4.384683915,4.182137048,4.384683915,4.283410481
Glyma.02G024500,no,yes,no,0.491085383,0.898861452,0.491085383,0.898861452,0.694973418
Glyma.02G024600,yes,yes,no,4.736945766,5.798595495,4.736945766,5.798595495,5.267770631
Glyma.02G024800,yes,yes,no,5.515597132,6.121737672,5.515597132,6.121737672,5.818667402
Glyma.02G026300,no,yes,no,-0.506309692,-0.798897428,0.506309692,0.798897428,0.65260356
Glyma.02G026500,no,yes,no,0.431070904,0.734464612,0.431070904,0.734464612,0.582767758
Glyma.02G027800,yes,yes,no,4.342539545,5.462467775,4.342539545,5.462467775,4.90250366
Glyma.02G028400,yes,yes,no,2.924866463,3.617785241,2.924866463,3.617785241,3.271325852
Glyma.02G028600,yes,yes,no,3.788845998,4.513858053,3.788845998,4.513858053,4.151352025
Glyma.02G028700,yes,yes,no,1.820759945,2.095108054,1.820759945,2.095108054,1.957933999
Glyma.02G028800,no,yes,no,2.721266842,3.018531066,2.721266842,3.018531066,2.869898954
Glyma.02G029400,yes,yes,no,2.881270491,3.604215317,2.881270491,3.604215317,3.242742904
Glyma.02G031100,no,yes,no,-1.703897583,-3.455756692,1.703897583,3.455756692,2.579827138
Glyma.02G032200,yes,yes,no,-1.076669572,-1.279026866,1.076669572,1.279026866,1.177848219
Glyma.02G034000,yes,yes,no,1.263381647,1.721264862,1.263381647,1.721264862,1.492323254
Glyma.02G035000,no,yes,no,0.259633435,0.898674463,0.259633435,0.898674463,0.579153949
Glyma.02G035200,no,yes,no,1.274431944,1.606303263,1.274431944,1.606303263,1.440367603
Glyma.02G036000,no,yes,no,0.351819533,0.433144138,0.351819533,0.433144138,0.392481835
Glyma.02G036100,no,yes,no,0.357279875,0.744606801,0.357279875,0.744606801,0.550943338
Glyma.02G036500,no,yes,no,-0.417984643,-0.552750208,0.417984643,0.552750208,0.485367425
Glyma.02G038100,yes,yes,no,-0.876589857,-0.847580455,0.876589857,0.847580455,0.862085156
Glyma.02G039400,no,yes,no,-0.723159734,-1.141366774,0.723159734,1.141366774,0.932263254
Glyma.02G041900,no,yes,no,0.572570571,0.911301481,0.572570571,0.911301481,0.741936026
Glyma.02G042500,yes,yes,no,3.767768317,4.512673232,3.767768317,4.512673232,4.140220774
Glyma.02G044500,no,yes,no,-1.3881816,-1.730507074,1.3881816,1.730507074,1.559344337
Glyma.02G047000,yes,yes,no,-1.232838083,-1.206114929,1.232838083,1.206114929,1.219476506
Glyma.02G047600,yes,yes,no,-1.323096505,-1.552092364,1.323096505,1.552092364,1.437594435
Glyma.02G048400,no,yes,no,-1.339416381,-2.139502314,1.339416381,2.139502314,1.739459347
Glyma.02G048800,no,yes,no,-0.431804966,-1.652877351,0.431804966,1.652877351,1.042341158
Glyma.02G049600,no,yes,no,0.716692513,0.821425824,0.716692513,0.821425824,0.769059168
Glyma.02G049700,yes,no,no,1.068298929,0.840602744,1.068298929,0.840602744,0.954450837
Glyma.02G049800,yes,yes,no,0.976091027,1.242159451,0.976091027,1.242159451,1.109125239
Glyma.02G052300,yes,yes,no,4.573987687,4.90331654,4.573987687,4.90331654,4.738652113
Glyma.02G053600,no,yes,no,1.698402846,2.740305924,1.698402846,2.740305924,2.219354385
Glyma.02G054900,no,yes,no,3.169551796,5.945790514,3.169551796,5.945790514,4.557671155
Glyma.02G055000,yes,yes,no,4.028909474,5.290505847,4.028909474,5.290505847,4.659707661
Glyma.02G055500,yes,yes,no,0.964825869,1.078307279,0.964825869,1.078307279,1.021566574
Glyma.02G056700,no,yes,no,-1.122861252,-2.229799566,1.122861252,2.229799566,1.676330409
Glyma.02G057400,no,yes,no,-0.89045465,-1.337331748,0.89045465,1.337331748,1.113893199
Glyma.02G057900,no,yes,no,0.534487517,0.707619673,0.534487517,0.707619673,0.621053595
Glyma.02G058000,no,yes,yes,-0.328917947,1.623920777,0.328917947,1.623920777,0.976419362
Glyma.02G058200,no,yes,no,0.662330982,1.103142296,0.662330982,1.103142296,0.882736639
Glyma.02G059500,no,yes,no,4.07555116,6.256801947,4.07555116,6.256801947,5.166176553
Glyma.02G060102,no,yes,no,-0.616131021,-0.678243926,0.616131021,0.678243926,0.647187473
Glyma.02G061100,no,yes,no,-0.397934911,-0.774297291,0.397934911,0.774297291,0.586116101
Glyma.02G063900,yes,yes,no,2.435242756,3.136195485,2.435242756,3.136195485,2.785719121
Glyma.02G064800,yes,yes,no,-0.555910758,-0.871913336,0.555910758,0.871913336,0.713912047
Glyma.02G066200,yes,yes,no,1.252736948,1.279339644,1.252736948,1.279339644,1.266038296
Glyma.02G067100,no,yes,no,-0.262471011,-0.916309721,0.262471011,0.916309721,0.589390366
Glyma.02G069400,no,yes,no,-0.609630964,-1.155047434,0.609630964,1.155047434,0.882339199
Glyma.02G070000,no,yes,no,2.386332453,3.342054682,2.386332453,3.342054682,2.864193568
Glyma.02G070600,no,yes,no,0.844708777,1.409352027,0.844708777,1.409352027,1.127030402
Glyma.02G071500,no,yes,no,-0.369443588,-0.900233351,0.369443588,0.900233351,0.634838469
Glyma.02G072000,yes,yes,no,1.428443392,1.201412622,1.428443392,1.201412622,1.314928007
Glyma.02G072200,no,yes,no,1.234301279,2.713804151,1.234301279,2.713804151,1.974052715
Glyma.02G072500,no,yes,no,-0.329326218,-0.63072691,0.329326218,0.63072691,0.480026564
Glyma.02G075100,no,yes,no,0.613121979,0.7329446,0.613121979,0.7329446,0.673033289
Glyma.02G080000,no,yes,no,-0.943950279,-1.381736383,0.943950279,1.381736383,1.162843331
Glyma.02G080200,yes,yes,no,4.768570949,5.850156275,4.768570949,5.850156275,5.309363612
Glyma.02G081200,no,yes,no,-0.514863992,-0.796628961,0.514863992,0.796628961,0.655746477
Glyma.02G081400,no,yes,no,-0.52772656,-0.845616092,0.52772656,0.845616092,0.686671326
Glyma.02G083600,yes,yes,no,5.351109072,5.97188155,5.351109072,5.97188155,5.661495311
Glyma.02G083702,yes,yes,no,4.35684786,5.985714898,4.35684786,5.985714898,5.171281379
Glyma.02G087000,no,yes,no,-0.239672692,-0.642973198,0.239672692,0.642973198,0.441322945
Glyma.02G087800,no,yes,no,-0.968583848,-1.110961466,0.968583848,1.110961466,1.039772657
Glyma.02G088700,yes,yes,no,4.277128223,4.510179989,4.277128223,4.510179989,4.393654106
Glyma.02G089400,yes,yes,no,5.749767472,6.852983075,5.749767472,6.852983075,6.301375274
Glyma.02G089500,yes,yes,no,3.268889279,4.075343226,3.268889279,4.075343226,3.672116252
Glyma.02G091500,no,yes,no,0.645168631,1.037103843,0.645168631,1.037103843,0.841136237
Glyma.02G092500,yes,yes,no,4.008409071,5.045854313,4.008409071,5.045854313,4.527131692
Glyma.02G093100,no,yes,no,-0.976831701,-1.58105878,0.976831701,1.58105878,1.278945241
Glyma.02G094500,yes,yes,no,3.016280119,3.975538299,3.016280119,3.975538299,3.495909209
Glyma.02G095200,no,yes,no,0.482805956,0.837047031,0.482805956,0.837047031,0.659926494
Glyma.02G095500,yes,yes,no,1.065569723,1.263794246,1.065569723,1.263794246,1.164681985
Glyma.02G096800,no,yes,no,0.628317747,1.116049842,0.628317747,1.116049842,0.872183794
Glyma.02G097000,no,yes,no,-0.13635316,-0.786470255,0.13635316,0.786470255,0.461411707
